,Date,Instrument,GICS Sector,BUY_SELL,Probability
439,2019-08-07,SWKS,Information Technology,BUY,0.5223733056130512
440,2019-08-07,AIG,Financials,BUY,0.5418182312458458
441,2019-08-07,FOX,Communication Services,SELL,0.48632705425638634
442,2019-08-07,CNP,Utilities,BUY,0.5081262614475723
443,2019-08-07,LUMN,Communication Services,SELL,0.4986679223871071
444,2019-08-07,EVRG,Utilities,BUY,0.5044487274649174
445,2019-08-07,ALB,Materials,SELL,0.4973033366319961
446,2019-08-08,PNW,Utilities,BUY,0.5140330275648464
447,2019-08-08,VIAC,Communication Services,SELL,0.49483267487167054
448,2019-08-08,NCLH,Consumer Discretionary,BUY,0.504177362814247
449,2019-08-08,ATVI,Communication Services,BUY,0.5038592478973221
450,2019-08-08,NWS,Communication Services,BUY,0.5180953455151481
451,2019-08-08,PRGO,Health Care,SELL,0.4701691572479036
452,2019-08-08,KHC,Consumer Staples,SELL,0.26457393939078694
453,2019-08-08,HST,Real Estate,SELL,0.42715759863619346
454,2019-08-08,DXC,Information Technology,BUY,0.532672113543763
455,2019-08-08,NWSA,Communication Services,BUY,0.5153264105118969
456,2019-08-08,NLOK,Information Technology,BUY,0.5133633133619807
457,2019-08-08,CAH,Health Care,SELL,0.4432886593011094
458,2019-08-12,SYY,Consumer Staples,SELL,0.39164337050553594
459,2019-08-13,AAP,Consumer Discretionary,BUY,0.5064168231487245
460,2019-08-14,CSCO,Information Technology,BUY,0.5162497002807199
461,2019-08-14,NTAP,Information Technology,BUY,0.5486308076037671
462,2019-08-14,A,Health Care,SELL,0.4825048136646338
463,2019-08-15,WMT,Consumer Staples,SELL,0.4186706469256691
464,2019-08-15,NVDA,Information Technology,BUY,0.512759145989028
465,2019-08-15,TPR,Consumer Discretionary,BUY,0.5187800851074623
466,2019-08-15,AMAT,Information Technology,BUY,0.5174283998943147
467,2019-08-16,DE,Industrials,BUY,0.5088968229849128
468,2019-08-19,EL,Consumer Staples,SELL,0.4065628220302695
469,2019-08-20,HD,Consumer Discretionary,BUY,0.511525088413206
470,2019-08-20,JKHY,Information Technology,BUY,0.5137595374982815
471,2019-08-20,TJX,Consumer Discretionary,BUY,0.503967391709701
472,2019-08-20,MDT,Health Care,SELL,0.48007980836522857
473,2019-08-21,SNPS,Information Technology,BUY,0.5186895390682991
474,2019-08-21,KEYS,Information Technology,BUY,0.5221352894443344
475,2019-08-21,LB,Consumer Discretionary,BUY,0.5155608705676782
476,2019-08-21,TGT,Consumer Discretionary,BUY,0.515861459782507
477,2019-08-21,LOW,Consumer Discretionary,BUY,0.5127425538002348
478,2019-08-21,ADI,Information Technology,BUY,0.5149279503543428
479,2019-08-22,INTU,Information Technology,BUY,0.5161224504126379
480,2019-08-22,HRL,Consumer Staples,SELL,0.38232234204766863
481,2019-08-22,ROST,Consumer Discretionary,BUY,0.5079155347706914
482,2019-08-22,GPS,Consumer Discretionary,SELL,0.4867093856131631
483,2019-08-22,CRM,Information Technology,BUY,0.511413085394055
484,2019-08-22,HPQ,Information Technology,BUY,0.5085996279144822
485,2019-08-27,ADSK,Information Technology,BUY,0.5077899327772761
486,2019-08-27,HPE,Information Technology,BUY,0.5302210530333259
487,2019-08-27,SJM,Consumer Staples,SELL,0.35726179819834836
488,2019-08-27,CTLT,Health Care,SELL,0.48479345183108463
489,2019-08-28,PVH,Consumer Discretionary,BUY,0.5259889586833684
490,2019-08-28,BF-B,Consumer Staples,SELL,0.40607074666173515
491,2019-08-29,ULTA,Consumer Discretionary,BUY,0.50735917269632
492,2019-08-29,COO,Health Care,SELL,0.48217543166593985
493,2019-08-29,BBY,Consumer Discretionary,SELL,0.49483267453696345
494,2019-08-29,DG,Consumer Discretionary,BUY,0.5095283758085484
495,2019-08-30,CPB,Consumer Staples,SELL,0.3963770062643856
496,2019-09-04,CPRT,Industrials,BUY,0.5162183067163282
497,2019-09-11,ORCL,Information Technology,BUY,0.5159252873274677
498,2019-09-12,AVGO,Information Technology,BUY,0.5206699794839796
499,2019-09-12,KR,Consumer Staples,SELL,0.44231617854528055
500,2019-09-17,FDX,Industrials,BUY,0.5145733264639544
501,2019-09-17,ADBE,Information Technology,BUY,0.506584768413892
502,2019-09-18,GIS,Consumer Staples,SELL,0.3674756873708111
503,2019-09-19,DRI,Consumer Discretionary,BUY,0.5031779346440818
504,2019-09-24,KMX,Consumer Discretionary,BUY,0.5036831443011787
505,2019-09-24,NKE,Consumer Discretionary,BUY,0.5019099996767976
506,2019-09-24,AZO,Consumer Discretionary,BUY,0.5135950355131814
507,2019-09-24,CTAS,Industrials,BUY,0.5102641799743788
508,2019-09-24,INFO,Industrials,BUY,0.5107140884669413
509,2019-09-26,ACN,Information Technology,BUY,0.514109676663348
510,2019-09-26,MU,Information Technology,BUY,0.5280639798459452
511,2019-09-26,CAG,Consumer Staples,SELL,0.372834901622862
512,2019-09-26,CCL,Consumer Discretionary,BUY,0.5058542664839711
513,2019-10-01,MKC,Consumer Staples,SELL,0.3784331786513209
514,2019-10-02,LW,Consumer Staples,SELL,0.3786812726230023
515,2019-10-02,PAYX,Information Technology,BUY,0.5134095284628628
516,2019-10-02,LEN,Consumer Discretionary,BUY,0.5062146212640617
517,2019-10-03,STZ,Consumer Staples,SELL,0.3605726721741089
518,2019-10-03,PEP,Consumer Staples,SELL,0.3781080318500647
519,2019-10-03,COST,Consumer Staples,SELL,0.42446965135900866
520,2019-10-08,DPZ,Consumer Discretionary,BUY,0.5055071707769734
521,2019-10-10,DAL,Industrials,BUY,0.517528091435065
522,2019-10-11,FAST,Industrials,BUY,0.5147672982722383
523,2019-10-15,JPM,Financials,BUY,0.5076722657222008
524,2019-10-15,PLD,Real Estate,SELL,0.4745806722455631
525,2019-10-15,WFC,Financials,BUY,0.5149156792622985
526,2019-10-15,JNJ,Health Care,SELL,0.4762066828638878
527,2019-10-15,UNH,Health Care,SELL,0.47594465034131717
528,2019-10-15,FRC,Financials,BUY,0.5087839581922751
529,2019-10-15,UAL,Industrials,BUY,0.5122800037078256
530,2019-10-15,C,Financials,BUY,0.5172223000175792
531,2019-10-15,GS,Financials,BUY,0.5149311141215007
532,2019-10-15,BLK,Financials,BUY,0.5030130786674955
533,2019-10-15,OMC,Communication Services,SELL,0.4908305745105739
534,2019-10-15,SCHW,Financials,BUY,0.5126127134288183
535,2019-10-16,BAC,Financials,BUY,0.5057714632348768
536,2019-10-16,CSX,Industrials,BUY,0.5122206131625507
537,2019-10-16,URI,Industrials,BUY,0.5072121869904355
538,2019-10-16,PNC,Financials,BUY,0.5047096589945375
539,2019-10-16,BK,Financials,BUY,0.516247963655727
540,2019-10-16,ABT,Health Care,SELL,0.4816373893034136
541,2019-10-16,KMI,Energy,SELL,0.32267106101484655
542,2019-10-16,USB,Financials,BUY,0.5070010770475117
543,2019-10-16,CCI,Real Estate,SELL,0.4892467229127672
544,2019-10-16,NFLX,Communication Services,SELL,0.4853749152482797
545,2019-10-16,IBM,Information Technology,BUY,0.5117022845560468
546,2019-10-16,PGR,Financials,BUY,0.5002554909010277
547,2019-10-16,CMA,Financials,BUY,0.5208432433496133
548,2019-10-17,UNP,Industrials,BUY,0.5140548523292476
549,2019-10-17,JBHT,Industrials,BUY,0.5116139215135942
550,2019-10-17,TFC,Financials,BUY,0.503869130561772
551,2019-10-17,PBCT,Financials,BUY,0.5088507551318977
552,2019-10-17,KEY,Financials,BUY,0.5100737619517514
553,2019-10-17,ISRG,Health Care,SELL,0.4768146287683292
554,2019-10-17,MTB,Financials,BUY,0.5099165940412669
555,2019-10-17,PM,Consumer Staples,SELL,0.38390114278308135
556,2019-10-17,PPG,Materials,SELL,0.48980339795941874
557,2019-10-17,HON,Industrials,BUY,0.5128870949817773
558,2019-10-17,POOL,Consumer Discretionary,BUY,0.5140662500662594
559,2019-10-17,GPC,Consumer Discretionary,BUY,0.5134213166591988
560,2019-10-17,TXT,Industrials,BUY,0.5097101227934366
561,2019-10-17,SNA,Industrials,BUY,0.5133894382411315
562,2019-10-17,MS,Financials,BUY,0.516135217216421
563,2019-10-17,DOV,Industrials,BUY,0.5154997778790483
564,2019-10-18,KSU,Industrials,BUY,0.5223926586950892
565,2019-10-18,STT,Financials,BUY,0.5567719575280605
566,2019-10-18,SLB,Energy,SELL,0.3616355274550002
567,2019-10-18,KO,Consumer Staples,SELL,0.37604153980310284
568,2019-10-18,SYF,Financials,BUY,0.5049452419195815
569,2019-10-18,AXP,Financials,BUY,0.5073145808391238
570,2019-10-18,NVR,Consumer Discretionary,BUY,0.5115091821790284
571,2019-10-21,CFG,Financials,BUY,0.5309398403105317
572,2019-10-21,CE,Materials,SELL,0.4977396391456963
573,2019-10-21,HAL,Energy,SELL,0.4173663511314976
574,2019-10-21,ZION,Financials,BUY,0.5115060191714139
575,2019-10-21,CDNS,Information Technology,BUY,0.523821813357734
576,2019-10-22,RTX,Industrials,BUY,0.5091583605996446
577,2019-10-22,DFS,Financials,BUY,0.5042143621237203
578,2019-10-22,TXN,Information Technology,BUY,0.5192997159488202
579,2019-10-22,CNC,Health Care,SELL,0.4725467964768114
580,2019-10-22,TRV,Financials,BUY,0.5020659721990218
581,2019-10-22,NEE,Utilities,BUY,0.5070216489598809
582,2019-10-22,WRB,Financials,SELL,0.49973616856313796
583,2019-10-22,NUE,Materials,SELL,0.4964311276513131
584,2019-10-22,PCAR,Industrials,BUY,0.5123388304284952
585,2019-10-22,EQR,Real Estate,SELL,0.48206329953691784
586,2019-10-22,MPWR,Information Technology,BUY,0.5155213433910096
587,2019-10-22,BIIB,Health Care,SELL,0.4607307246733647
588,2019-10-22,TER,Information Technology,BUY,0.5283101207445294
589,2019-10-22,PHM,Consumer Discretionary,BUY,0.5040861700595053
590,2019-10-22,LMT,Industrials,BUY,0.5101512749091677
591,2019-10-22,RF,Financials,BUY,0.5177083855669483
592,2019-10-22,SHW,Materials,BUY,0.5053953007887421
593,2019-10-22,IPG,Communication Services,SELL,0.49337722755876945
594,2019-10-22,HAS,Consumer Discretionary,BUY,0.5088275438822029
595,2019-10-22,UPS,Industrials,BUY,0.5162345951246587
596,2019-10-22,KMB,Consumer Staples,SELL,0.3738507184007036
597,2019-10-22,PG,Consumer Staples,SELL,0.3666014683103595
598,2019-10-22,FITB,Financials,BUY,0.5060707881440983
599,2019-10-22,WHR,Consumer Discretionary,BUY,0.5161133634379615
600,2019-10-22,DGX,Health Care,SELL,0.4776899840184429
601,2019-10-22,CMG,Consumer Discretionary,BUY,0.5059070524990156
602,2019-10-22,MCD,Consumer Discretionary,BUY,0.5030622702092548
603,2019-10-23,PNR,Industrials,BUY,0.5111703913958895
604,2019-10-23,APH,Information Technology,BUY,0.5170891152602557
605,2019-10-23,EW,Health Care,SELL,0.4880832322513367
606,2019-10-23,FBHS,Industrials,BUY,0.5197400962838572
607,2019-10-23,EFX,Industrials,BUY,0.5062502031069027
608,2019-10-23,WM,Industrials,BUY,0.5130373715663223
609,2019-10-23,XLNX,Information Technology,BUY,0.5372826887546264
610,2019-10-23,GWW,Industrials,BUY,0.5119053310029529
611,2019-10-23,RHI,Industrials,BUY,0.5172589859715585
612,2019-10-23,ALGN,Health Care,SELL,0.49097370484164743
613,2019-10-23,GL,Financials,BUY,0.5012681186615309
614,2019-10-23,EBAY,Consumer Discretionary,BUY,0.5034562295692325
615,2019-10-23,LVS,Consumer Discretionary,BUY,0.5020028733991844
616,2019-10-23,MKTX,Financials,BUY,0.5266843973415866
617,2019-10-23,ESS,Real Estate,SELL,0.496010191034867
618,2019-10-23,FCX,Materials,SELL,0.48701996220440263
619,2019-10-23,F,Consumer Discretionary,BUY,0.5039653517808798
620,2019-10-23,NTRS,Financials,BUY,0.5055376701151854
621,2019-10-23,AMP,Financials,BUY,0.5003340010734163
622,2019-10-23,PYPL,Information Technology,BUY,0.5158696218898263
623,2019-10-23,ORLY,Consumer Discretionary,BUY,0.5068037592275966
624,2019-10-23,GD,Industrials,BUY,0.5140454453422818
625,2019-10-23,MSFT,Information Technology,BUY,0.5171901366126197
626,2019-10-23,IVZ,Financials,BUY,0.5255667029329613
627,2019-10-23,TDY,Industrials,BUY,0.5137897350117878
628,2019-10-23,NDAQ,Financials,BUY,0.5086715551365529
629,2019-10-23,PTC,Information Technology,BUY,0.5402738259001405
630,2019-10-23,AVY,Materials,BUY,0.506003003233042
631,2019-10-23,ANTM,Health Care,SELL,0.479003572966932
632,2019-10-23,ROL,Industrials,BUY,0.5072733478473458
633,2019-10-23,FFIV,Information Technology,BUY,0.5154890218563143
634,2019-10-23,ALXN,Health Care,SELL,0.47875719294695945
635,2019-10-23,LRCX,Information Technology,BUY,0.5263180342674335
636,2019-10-23,TSLA,Consumer Discretionary,BUY,0.5030009321958067
637,2019-10-23,HLT,Consumer Discretionary,BUY,0.5065662282332302
638,2019-10-23,BSX,Health Care,SELL,0.48019006285948934
639,2019-10-23,NSC,Industrials,BUY,0.5123547915700779
640,2019-10-23,CAT,Industrials,BUY,0.516854966091746
641,2019-10-23,BA,Industrials,BUY,0.5018606741660541
642,2019-10-23,LLY,Health Care,SELL,0.47718851563535614
643,2019-10-23,PKG,Materials,BUY,0.5046526789312447
644,2019-10-23,RJF,Financials,BUY,0.5010808617759432
645,2019-10-23,TMO,Health Care,SELL,0.4839798242452877
646,2019-10-23,NOW,Information Technology,BUY,0.527222437991698
647,2019-10-24,ILMN,Health Care,SELL,0.4768943542473882
648,2019-10-24,KIM,Real Estate,SELL,0.47962807487999937
649,2019-10-24,BAX,Health Care,SELL,0.4842739647282917
650,2019-10-24,NOC,Industrials,BUY,0.5125989685848049
651,2019-10-24,INTC,Information Technology,BUY,0.5192746082000287
652,2019-10-24,RMD,Health Care,SELL,0.48419428532686176
653,2019-10-24,ODFL,Industrials,BUY,0.5142328403601529
654,2019-10-24,TWTR,Communication Services,BUY,0.5088610815598893
655,2019-10-24,SWK,Industrials,BUY,0.5112612442668443
656,2019-10-24,MHK,Consumer Discretionary,BUY,0.5080415279570615
657,2019-10-24,CMCSA,Communication Services,SELL,0.49178400638849445
658,2019-10-24,MMM,Industrials,BUY,0.5128539424190753
659,2019-10-24,XEL,Utilities,BUY,0.5157937380615842
660,2019-10-24,CERN,Health Care,SELL,0.47943793996606315
661,2019-10-24,AEP,Utilities,BUY,0.5082798253354324
662,2019-10-24,AFL,Financials,SELL,0.4976485551527726
663,2019-10-24,CMS,Utilities,BUY,0.5156328539413015
664,2019-10-24,V,Information Technology,BUY,0.5161923746708124
665,2019-10-24,WST,Health Care,SELL,0.4835647483618861
666,2019-10-24,COG,Energy,SELL,0.332249974734465
667,2019-10-24,ALK,Industrials,BUY,0.5193332842009991
668,2019-10-24,DOW,Materials,SELL,0.48862310526453606
669,2019-10-24,AAL,Industrials,BUY,0.5063423014466428
670,2019-10-24,CTXS,Information Technology,BUY,0.5145548515176133
671,2019-10-24,UHS,Health Care,SELL,0.48145940533957726
672,2019-10-24,LUV,Industrials,BUY,0.5136967525824456
673,2019-10-24,COF,Financials,BUY,0.5192312159795022
674,2019-10-24,TSCO,Consumer Discretionary,BUY,0.5073120031526775
675,2019-10-24,LH,Health Care,SELL,0.4787590444533858
676,2019-10-24,ROP,Industrials,BUY,0.5163317312096881
677,2019-10-24,HBAN,Financials,BUY,0.5060526254560985
678,2019-10-24,GILD,Health Care,SELL,0.4789500523559021
679,2019-10-24,VRSN,Information Technology,BUY,0.5148888805275899
680,2019-10-24,SIVB,Financials,SELL,0.493300547951107
681,2019-10-24,VLO,Energy,SELL,0.35088368945134485
682,2019-10-24,CINF,Financials,BUY,0.5011423410862839
683,2019-10-24,ALLE,Industrials,BUY,0.514393438522014
684,2019-10-24,TROW,Financials,BUY,0.5078432762434882
685,2019-10-24,AMZN,Consumer Discretionary,BUY,0.5037080007475315
686,2019-10-24,DHR,Health Care,SELL,0.4876068017656424
687,2019-10-25,WY,Real Estate,SELL,0.46887315332564483
688,2019-10-25,VTR,Real Estate,SELL,0.461050398367324
689,2019-10-25,AJG,Financials,BUY,0.5050426865835569
690,2019-10-25,VZ,Communication Services,SELL,0.4904390476951663
691,2019-10-25,JNPR,Information Technology,BUY,0.5165777878360563
692,2019-10-25,BEN,Financials,BUY,0.5037402578552557
693,2019-10-25,CHTR,Communication Services,SELL,0.4906678161925636
694,2019-10-25,AON,Financials,BUY,0.5134609686954498
695,2019-10-25,VFC,Consumer Discretionary,BUY,0.5048505113957185
696,2019-10-25,PFG,Financials,BUY,0.5073078667069291
697,2019-10-25,HSY,Consumer Staples,SELL,0.37768850394293874
698,2019-10-25,FTV,Industrials,BUY,0.5109182619473409
699,2019-10-25,PSX,Energy,SELL,0.37359752408071656
700,2019-10-25,ITW,Industrials,BUY,0.5124598541520795
701,2019-10-28,WBA,Consumer Staples,SELL,0.3781310576455882
702,2019-10-28,LEG,Consumer Discretionary,BUY,0.5126614778412121
703,2019-10-28,RE,Financials,SELL,0.49574854295441395
704,2019-10-28,GOOGL,Communication Services,SELL,0.491277537672539
705,2019-10-28,ARE,Real Estate,SELL,0.4874409621880778
706,2019-10-28,IR,Industrials,BUY,0.5118486896276024
707,2019-10-28,NOV,Energy,SELL,0.3085040133756098
708,2019-10-28,T,Communication Services,SELL,0.4929748820873374
709,2019-10-28,VNO,Real Estate,SELL,0.4464289114938081
710,2019-10-28,L,Financials,BUY,0.5159593538154191
711,2019-10-28,SBAC,Real Estate,SELL,0.4951005139613227
712,2019-10-28,TMUS,Communication Services,SELL,0.4908864647455127
713,2019-10-28,WELL,Real Estate,SELL,0.4867662488749922
714,2019-10-28,DTE,Utilities,BUY,0.5052801729018741
715,2019-10-28,AKAM,Information Technology,BUY,0.5187638868537924
716,2019-10-29,EXR,Real Estate,SELL,0.4821720868744634
717,2019-10-29,K,Consumer Staples,SELL,0.38211932374883545
718,2019-10-29,GLW,Information Technology,BUY,0.5106377225992356
719,2019-10-29,DLR,Real Estate,SELL,0.4736845116027537
720,2019-10-29,MMC,Financials,BUY,0.5138407674355143
721,2019-10-29,GM,Consumer Discretionary,BUY,0.5080867574400948
722,2019-10-29,OKE,Energy,SELL,0.30978563407609666
723,2019-10-29,CMI,Industrials,BUY,0.5180945231027121
724,2019-10-29,ECL,Materials,SELL,0.4955423549090384
725,2019-10-29,UNM,Financials,BUY,0.5782170693371618
726,2019-10-29,IPGP,Information Technology,BUY,0.5190841373445197
727,2019-10-29,HCA,Health Care,SELL,0.47513449328089585
728,2019-10-29,AMD,Information Technology,BUY,0.52053910998303
729,2019-10-29,NXPI,Information Technology,BUY,0.5174764306869863
730,2019-10-29,FMC,Materials,SELL,0.4866532349487921
731,2019-10-29,ZBRA,Information Technology,BUY,0.5206117775283219
732,2019-10-29,AOS,Industrials,BUY,0.5136303270867892
733,2019-10-29,BXP,Real Estate,SELL,0.45988876238753723
734,2019-10-29,MRK,Health Care,SELL,0.4821055450238431
735,2019-10-29,MA,Information Technology,BUY,0.5190793963093076
736,2019-10-29,COP,Energy,SELL,0.37390987632916833
737,2019-10-29,TT,Industrials,BUY,0.5113339470389426
738,2019-10-29,ENPH,Information Technology,BUY,0.5965689333471114
739,2019-10-29,MDLZ,Consumer Staples,SELL,0.34835367604583567
740,2019-10-29,EIX,Utilities,BUY,0.5135954566949579
741,2019-10-29,VRSK,Industrials,BUY,0.5040824348809099
742,2019-10-29,AMGN,Health Care,SELL,0.4806807554196866
743,2019-10-29,UDR,Real Estate,SELL,0.48912904926765194
744,2019-10-29,EA,Communication Services,SELL,0.4899697799305463
745,2019-10-29,AVB,Real Estate,SELL,0.4738396388838715
746,2019-10-29,MXIM,Information Technology,BUY,0.516362770942298
747,2019-10-29,IEX,Industrials,BUY,0.5120869757207721
748,2019-10-29,MLM,Materials,SELL,0.4990484961469948
749,2019-10-29,PFE,Health Care,SELL,0.47572489274926505
750,2019-10-29,SPGI,Financials,BUY,0.5243608410900802
751,2019-10-29,PSA,Real Estate,SELL,0.4621674864207192
752,2019-10-29,CHRW,Industrials,BUY,0.5166938173037205
753,2019-10-29,LDOS,Industrials,BUY,0.5127131073637526
754,2019-10-29,PAYC,Information Technology,BUY,0.5272590969044955
755,2019-10-29,ETN,Industrials,BUY,0.5138296510628049
756,2019-10-29,SYK,Health Care,SELL,0.48410351623204073
757,2019-10-29,WAT,Health Care,SELL,0.48145466662863456
758,2019-10-29,INCY,Health Care,SELL,0.48471287179356437
759,2019-10-30,CME,Financials,BUY,0.5086707643215354
760,2019-10-30,FRT,Real Estate,SELL,0.47033768996832004
761,2019-10-30,WMB,Energy,SELL,0.3220245888579719
762,2019-10-30,GE,Industrials,BUY,0.5231514061988218
763,2019-10-30,ADP,Information Technology,BUY,0.5147428036521795
764,2019-10-30,AAPL,Information Technology,BUY,0.5195236923080333
765,2019-10-30,AWK,Utilities,BUY,0.5122363750323834
766,2019-10-30,TAP,Consumer Staples,SELL,0.3253167585298875
767,2019-10-30,KLAC,Information Technology,BUY,0.5120155654678274
768,2019-10-30,ALL,Financials,BUY,0.5062603582760269
769,2019-10-30,VRTX,Health Care,SELL,0.4815682806176563
770,2019-10-30,LNC,Financials,BUY,0.5521443640834364
771,2019-10-30,HES,Energy,SELL,0.27531479276449133
772,2019-10-30,MSI,Information Technology,BUY,0.5157786985267946
773,2019-10-30,PKI,Health Care,SELL,0.4789618918436092
774,2019-10-30,MAS,Industrials,BUY,0.514131762309661
775,2019-10-30,EQIX,Real Estate,SELL,0.4951617172303389
776,2019-10-30,SPG,Real Estate,SELL,0.43824390611372777
777,2019-10-30,DRE,Real Estate,SELL,0.48977918247295266
778,2019-10-30,WDC,Information Technology,BUY,0.5192302412077323
779,2019-10-30,IQV,Health Care,SELL,0.47976837832257424
